formula,original_formula,thermal_expansion,li ion conductivity
Li0.1282Al0.0598B0.0171Ti0.0256P0.1538O0.6154,Li2.5Al1.1667B0.3333Ti0.5P3O12,9.286814,0.9124365925676852
Li0.1282Al0.0684B0.0085Ti0.0256P0.1538O0.6154,Li2.5Al1.3333B0.1667Ti0.5P3O12,9.286814,0.594109387908189
Li0.1282Al0.0769B0.0000Ti0.0256P0.1538O0.6154,Li2.5Al1.5B0.0Ti0.5P3O12,9.286814,
Li0.1356Al0.0000B0.0847Ti0.0169P0.1525O0.6102,Li2.6667Al0.0B1.6667Ti0.3333P3O12,8.129335,
Li0.1356Al0.0085B0.0763Ti0.0169P0.1525O0.6102,Li2.6667Al0.1667B1.5Ti0.3333P3O12,8.129335,0.8641876906524778
Li0.1356Al0.0254B0.0593Ti0.0169P0.1525O0.6102,Li2.6667Al0.5B1.1667Ti0.3333P3O12,9.533785,2.0505532509904234
Li0.1356Al0.0339B0.0508Ti0.0169P0.1525O0.6102,Li2.6667Al0.6667B1.0Ti0.3333P3O12,9.533785,2.4077101024013743
Li0.1356Al0.0508B0.0339Ti0.0169P0.1525O0.6102,Li2.6667Al1.0B0.6667Ti0.3333P3O12,9.533785,1.6950759301607148
Li0.1356Al0.0593B0.0254Ti0.0169P0.1525O0.6102,Li2.6667Al1.1667B0.5Ti0.3333P3O12,9.286814,1.4332186999596237
Li0.1356Al0.0763B0.0085Ti0.0169P0.1525O0.6102,Li2.6667Al1.5B0.1667Ti0.3333P3O12,9.286814,0.7306039771027311
Li0.1356Al0.0847B0.0000Ti0.0169P0.1525O0.6102,Li2.6667Al1.6667B0.0Ti0.3333P3O12,9.286814,
Li0.1429Al0.0000B0.0924Ti0.0084P0.1513O0.6050,Li2.8333Al0.0B1.8333Ti0.1667P3O12,11.860868,
Li0.1429Al0.0168B0.0756Ti0.0084P0.1513O0.6050,Li2.8333Al0.3333B1.5Ti0.1667P3O12,11.860868,2.1477279797947206
Li0.1429Al0.0252B0.0672Ti0.0084P0.1513O0.6050,Li2.8333Al0.5B1.3333Ti0.1667P3O12,13.265314,2.8279769087552684
Li0.1429Al0.0420B0.0504Ti0.0084P0.1513O0.6050,Li2.8333Al0.8333B1.0Ti0.1667P3O12,13.265314,3.5999252911862385
Li0.1429Al0.0504B0.0420Ti0.0084P0.1513O0.6050,Li2.8333Al1.0B0.8333Ti0.1667P3O12,13.265314,2.795922293608711
Li0.1429Al0.0672B0.0252Ti0.0084P0.1513O0.6050,Li2.8333Al1.3333B0.5Ti0.1667P3O12,13.018343,2.099569247457372
Li0.1429Al0.0756B0.0168Ti0.0084P0.1513O0.6050,Li2.8333Al1.5B0.3333Ti0.1667P3O12,13.018343,1.640621871759972
Li0.1429Al0.0924B0.0000Ti0.0084P0.1513O0.6050,Li2.8333Al1.8333B0.0Ti0.1667P3O12,13.018343,
Li0.1500Al0.0000B0.1000Ti0.0000P0.1500O0.6000,Li3.0Al0.0B2.0Ti0.0P3O12,15.206924,
Li0.1500Al0.0083B0.0917Ti0.0000P0.1500O0.6000,Li3.0Al0.1667B1.8333Ti0.0P3O12,15.206924,
Li0.1500Al0.0167B0.0833Ti0.0000P0.1500O0.6000,Li3.0Al0.3333B1.6667Ti0.0P3O12,15.206924,
Li0.1500Al0.0250B0.0750Ti0.0000P0.1500O0.6000,Li3.0Al0.5B1.5Ti0.0P3O12,15.317582,
Li0.1500Al0.0333B0.0667Ti0.0000P0.1500O0.6000,Li3.0Al0.6667B1.3333Ti0.0P3O12,15.317582,
Li0.1500Al0.0417B0.0583Ti0.0000P0.1500O0.6000,Li3.0Al0.8333B1.1667Ti0.0P3O12,15.317582,
Li0.1500Al0.0500B0.0500Ti0.0000P0.1500O0.6000,Li3.0Al1.0B1.0Ti0.0P3O12,15.317582,
Li0.1500Al0.0583B0.0417Ti0.0000P0.1500O0.6000,Li3.0Al1.1667B0.8333Ti0.0P3O12,15.317582,
Li0.1500Al0.0667B0.0333Ti0.0000P0.1500O0.6000,Li3.0Al1.3333B0.6667Ti0.0P3O12,15.070612,
Li0.1500Al0.0750B0.0250Ti0.0000P0.1500O0.6000,Li3.0Al1.5B0.5Ti0.0P3O12,15.070612,
Li0.1500Al0.0833B0.0167Ti0.0000P0.1500O0.6000,Li3.0Al1.6667B0.3333Ti0.0P3O12,15.070612,
Li0.1500Al0.0917B0.0083Ti0.0000P0.1500O0.6000,Li3.0Al1.8333B0.1667Ti0.0P3O12,15.070612,
Li0.1500Al0.1000B0.0000Ti0.0000P0.1500O0.6000,Li3.0Al2.0B0.0Ti0.0P3O12,15.867943,
Li0.0556Al0.0000Co0.0000Ti0.1111P0.1667O0.6667,Li1.0Al0.0Co0.0Ti2.0P3O12,7.7087817,
Li0.0642Al0.0000Co0.0092Ti0.1009P0.1651O0.6605,Li1.1667Al0.0Co0.1667Ti1.8333P3O12,7.7087817,
Li0.0642Al0.0092Co0.0000Ti0.1009P0.1651O0.6605,Li1.1667Al0.1667Co0.0Ti1.8333P3O12,7.7087817,
Li0.0727Al0.0000Co0.0182Ti0.0909P0.1636O0.6545,Li1.3333Al0.0Co0.3333Ti1.6667P3O12,7.7087817,
Li0.0727Al0.0182Co0.0000Ti0.0909P0.1636O0.6545,Li1.3333Al0.3333Co0.0Ti1.6667P3O12,9.113234,
Li0.0811Al0.0000Co0.0270Ti0.0811P0.1622O0.6486,Li1.5Al0.0Co0.5Ti1.5P3O12,7.750805,
Li0.0811Al0.0090Co0.0180Ti0.0811P0.1622O0.6486,Li1.5Al0.1667Co0.3333Ti1.5P3O12,7.750805,0.41117823975510065
Li0.0811Al0.0180Co0.0090Ti0.0811P0.1622O0.6486,Li1.5Al0.3333Co0.1667Ti1.5P3O12,9.155256,1.3044981514017813
Li0.0811Al0.0270Co0.0000Ti0.0811P0.1622O0.6486,Li1.5Al0.5Co0.0Ti1.5P3O12,9.155256,
Li0.0893Al0.0000Co0.0357Ti0.0714P0.1607O0.6429,Li1.6667Al0.0Co0.6667Ti1.3333P3O12,8.129335,
Li0.0893Al0.0089Co0.0268Ti0.0714P0.1607O0.6429,Li1.6667Al0.1667Co0.5Ti1.3333P3O12,8.129335,0.31109393907731697
Li0.0893Al0.0268Co0.0089Ti0.0714P0.1607O0.6429,Li1.6667Al0.5Co0.1667Ti1.3333P3O12,9.533785,1.8369363744224703
Li0.0893Al0.0357Co0.0000Ti0.0714P0.1607O0.6429,Li1.6667Al0.6667Co0.0Ti1.3333P3O12,9.533785,
Li0.0973Al0.0000Co0.0442Ti0.0619P0.1593O0.6372,Li1.8333Al0.0Co0.8333Ti1.1667P3O12,8.147218,
Li0.0973Al0.0177Co0.0265Ti0.0619P0.1593O0.6372,Li1.8333Al0.3333Co0.5Ti1.1667P3O12,9.533785,0.6770303379525006
Li0.0973Al0.0265Co0.0177Ti0.0619P0.1593O0.6372,Li1.8333Al0.5Co0.3333Ti1.1667P3O12,9.533785,1.2637480253516342
Li0.0973Al0.0442Co0.0000Ti0.0619P0.1593O0.6372,Li1.8333Al0.8333Co0.0Ti1.1667P3O12,9.533785,
Li0.1053Al0.0000Co0.0526Ti0.0526P0.1579O0.6316,Li2.0Al0.0Co1.0Ti1.0P3O12,8.147218,
Li0.1053Al0.0088Co0.0439Ti0.0526P0.1579O0.6316,Li2.0Al0.1667Co0.8333Ti1.0P3O12,8.147218,0.21280260596807057
Li0.1053Al0.0175Co0.0351Ti0.0526P0.1579O0.6316,Li2.0Al0.3333Co0.6667Ti1.0P3O12,8.129335,0.5627415597782244
Li0.1053Al0.0263Co0.0263Ti0.0526P0.1579O0.6316,Li2.0Al0.5Co0.5Ti1.0P3O12,9.533785,1.0042245078112493
Li0.1053Al0.0351Co0.0175Ti0.0526P0.1579O0.6316,Li2.0Al0.6667Co0.3333Ti1.0P3O12,9.533785,1.5449232462674733
Li0.1053Al0.0439Co0.0088Ti0.0526P0.1579O0.6316,Li2.0Al0.8333Co0.1667Ti1.0P3O12,9.533785,2.5169349535686525
Li0.1053Al0.0526Co0.0000Ti0.0526P0.1579O0.6316,Li2.0Al1.0Co0.0Ti1.0P3O12,9.533785,
Li0.1130Al0.0000Co0.0609Ti0.0435P0.1565O0.6261,Li2.1667Al0.0Co1.1667Ti0.8333P3O12,8.147218,
Li0.1130Al0.0087Co0.0522Ti0.0435P0.1565O0.6261,Li2.1667Al0.1667Co1.0Ti0.8333P3O12,8.147218,0.23315694863597558
Li0.1130Al0.0261Co0.0348Ti0.0435P0.1565O0.6261,Li2.1667Al0.5Co0.6667Ti0.8333P3O12,9.533785,0.015374599731578356
Li0.1130Al0.0348Co0.0261Ti0.0435P0.1565O0.6261,Li2.1667Al0.6667Co0.5Ti0.8333P3O12,9.533785,0.024223708238015045
Li0.1130Al0.0522Co0.0087Ti0.0435P0.1565O0.6261,Li2.1667Al1.0Co0.1667Ti0.8333P3O12,9.533785,0.37728948356731684
Li0.1130Al0.0609Co0.0000Ti0.0435P0.1565O0.6261,Li2.1667Al1.1667Co0.0Ti0.8333P3O12,9.286814,
Li0.1207Al0.0000Co0.0690Ti0.0345P0.1552O0.6207,Li2.3333Al0.0Co1.3333Ti0.6667P3O12,8.147218,
Li0.1207Al0.0172Co0.0517Ti0.0345P0.1552O0.6207,Li2.3333Al0.3333Co1.0Ti0.6667P3O12,8.147218,0.6097866975051924
Li0.1207Al0.0259Co0.0431Ti0.0345P0.1552O0.6207,Li2.3333Al0.5Co0.8333Ti0.6667P3O12,9.551666,0.010622482982235625
Li0.1207Al0.0431Co0.0259Ti0.0345P0.1552O0.6207,Li2.3333Al0.8333Co0.5Ti0.6667P3O12,9.533785,0.023079779694859137
Li0.1207Al0.0517Co0.0172Ti0.0345P0.1552O0.6207,Li2.3333Al1.0Co0.3333Ti0.6667P3O12,9.533785,0.6808821470720695
Li0.1207Al0.0690Co0.0000Ti0.0345P0.1552O0.6207,Li2.3333Al1.3333Co0.0Ti0.6667P3O12,9.286814,
Li0.1282Al0.0000Co0.0769Ti0.0256P0.1538O0.6154,Li2.5Al0.0Co1.5Ti0.5P3O12,8.147218,
Li0.1282Al0.0085Co0.0684Ti0.0256P0.1538O0.6154,Li2.5Al0.1667Co1.3333Ti0.5P3O12,8.147218,0.30416666778105983
Li0.1282Al0.0171Co0.0598Ti0.0256P0.1538O0.6154,Li2.5Al0.3333Co1.1667Ti0.5P3O12,8.147218,0.6844187566970681
Li0.1282Al0.0256Co0.0513Ti0.0256P0.1538O0.6154,Li2.5Al0.5Co1.0Ti0.5P3O12,9.551666,0.9985802516254874
Li0.1282Al0.0342Co0.0427Ti0.0256P0.1538O0.6154,Li2.5Al0.6667Co0.8333Ti0.5P3O12,9.551666,0.010549444677866891
Li0.1282Al0.0427Co0.0342Ti0.0256P0.1538O0.6154,Li2.5Al0.8333Co0.6667Ti0.5P3O12,9.533785,0.01460768176532951
Li0.1282Al0.0513Co0.0256Ti0.0256P0.1538O0.6154,Li2.5Al1.0Co0.5Ti0.5P3O12,9.533785,0.9136370566074093
Li0.1282Al0.0598Co0.0171Ti0.0256P0.1538O0.6154,Li2.5Al1.1667Co0.3333Ti0.5P3O12,9.286814,0.7242210587673017
Li0.1282Al0.0684Co0.0085Ti0.0256P0.1538O0.6154,Li2.5Al1.3333Co0.1667Ti0.5P3O12,9.286814,0.43284724534815044
Li0.1282Al0.0769Co0.0000Ti0.0256P0.1538O0.6154,Li2.5Al1.5Co0.0Ti0.5P3O12,9.286814,
Li0.1356Al0.0000Co0.0847Ti0.0169P0.1525O0.6102,Li2.6667Al0.0Co1.6667Ti0.3333P3O12,8.147218,
Li0.1356Al0.0085Co0.0763Ti0.0169P0.1525O0.6102,Li2.6667Al0.1667Co1.5Ti0.3333P3O12,8.147218,0.3758785068642544
Li0.1356Al0.0254Co0.0593Ti0.0169P0.1525O0.6102,Li2.6667Al0.5Co1.1667Ti0.3333P3O12,9.551666,1.1777762785528565
Li0.1356Al0.0339Co0.0508Ti0.0169P0.1525O0.6102,Li2.6667Al0.6667Co1.0Ti0.3333P3O12,9.551666,1.4610986080042774
Li0.1356Al0.0508Co0.0339Ti0.0169P0.1525O0.6102,Li2.6667Al1.0Co0.6667Ti0.3333P3O12,9.533785,1.1597284921025903
Li0.1356Al0.0593Co0.0254Ti0.0169P0.1525O0.6102,Li2.6667Al1.1667Co0.5Ti0.3333P3O12,9.286814,1.0065868395772928
Li0.1356Al0.0763Co0.0085Ti0.0169P0.1525O0.6102,Li2.6667Al1.5Co0.1667Ti0.3333P3O12,9.286814,0.49870398206672856
Li0.1356Al0.0847Co0.0000Ti0.0169P0.1525O0.6102,Li2.6667Al1.6667Co0.0Ti0.3333P3O12,9.286814,
Li0.1429Al0.0000Co0.0924Ti0.0084P0.1513O0.6050,Li2.8333Al0.0Co1.8333Ti0.1667P3O12,11.87875,
Li0.1429Al0.0168Co0.0756Ti0.0084P0.1513O0.6050,Li2.8333Al0.3333Co1.5Ti0.1667P3O12,11.87875,1.104535075915953
Li0.1429Al0.0252Co0.0672Ti0.0084P0.1513O0.6050,Li2.8333Al0.5Co1.3333Ti0.1667P3O12,13.2831955,1.5643366310033442
Li0.1429Al0.0420Co0.0504Ti0.0084P0.1513O0.6050,Li2.8333Al0.8333Co1.0Ti0.1667P3O12,13.2831955,2.1922155550619555
Li0.1429Al0.0504Co0.0420Ti0.0084P0.1513O0.6050,Li2.8333Al1.0Co0.8333Ti0.1667P3O12,13.2831955,1.4641168641512996
Li0.1429Al0.0672Co0.0252Ti0.0084P0.1513O0.6050,Li2.8333Al1.3333Co0.5Ti0.1667P3O12,13.018343,1.2163216498174414
Li0.1429Al0.0756Co0.0168Ti0.0084P0.1513O0.6050,Li2.8333Al1.5Co0.3333Ti0.1667P3O12,13.018343,0.9895774289307763
Li0.1429Al0.0924Co0.0000Ti0.0084P0.1513O0.6050,Li2.8333Al1.8333Co0.0Ti0.1667P3O12,13.018343,
Li0.1500Al0.0000Co0.1000Ti0.0000P0.1500O0.6000,Li3.0Al0.0Co2.0Ti0.0P3O12,15.21023,
Li0.1500Al0.0083Co0.0917Ti0.0000P0.1500O0.6000,Li3.0Al0.1667Co1.8333Ti0.0P3O12,15.224806,
Li0.1500Al0.0167Co0.0833Ti0.0000P0.1500O0.6000,Li3.0Al0.3333Co1.6667Ti0.0P3O12,15.224806,
Li0.1500Al0.0250Co0.0750Ti0.0000P0.1500O0.6000,Li3.0Al0.5Co1.5Ti0.0P3O12,15.335464,
Li0.1500Al0.0333Co0.0667Ti0.0000P0.1500O0.6000,Li3.0Al0.6667Co1.3333Ti0.0P3O12,15.335464,
Li0.1500Al0.0417Co0.0583Ti0.0000P0.1500O0.6000,Li3.0Al0.8333Co1.1667Ti0.0P3O12,15.335464,
Li0.1500Al0.0500Co0.0500Ti0.0000P0.1500O0.6000,Li3.0Al1.0Co1.0Ti0.0P3O12,15.335464,
Li0.1500Al0.0583Co0.0417Ti0.0000P0.1500O0.6000,Li3.0Al1.1667Co0.8333Ti0.0P3O12,15.335464,
Li0.1500Al0.0667Co0.0333Ti0.0000P0.1500O0.6000,Li3.0Al1.3333Co0.6667Ti0.0P3O12,15.070612,
Li0.1500Al0.0750Co0.0250Ti0.0000P0.1500O0.6000,Li3.0Al1.5Co0.5Ti0.0P3O12,15.070612,
Li0.1500Al0.0833Co0.0167Ti0.0000P0.1500O0.6000,Li3.0Al1.6667Co0.3333Ti0.0P3O12,15.070612,
Li0.1500Al0.0917Co0.0083Ti0.0000P0.1500O0.6000,Li3.0Al1.8333Co0.1667Ti0.0P3O12,15.070612,
Li0.1500Al0.1000Co0.0000Ti0.0000P0.1500O0.6000,Li3.0Al2.0Co0.0Ti0.0P3O12,15.867943,
Li0.0556Al0.0000Cr0.0000Ti0.1111P0.1667O0.6667,Li1.0Al0.0Cr0.0Ti2.0P3O12,7.7087817,
Li0.0642Al0.0000Cr0.0092Ti0.1009P0.1651O0.6605,Li1.1667Al0.0Cr0.1667Ti1.8333P3O12,7.7087817,
Li0.0642Al0.0092Cr0.0000Ti0.1009P0.1651O0.6605,Li1.1667Al0.1667Cr0.0Ti1.8333P3O12,7.7087817,
Li0.0727Al0.0000Cr0.0182Ti0.0909P0.1636O0.6545,Li1.3333Al0.0Cr0.3333Ti1.6667P3O12,7.7087817,
Li0.0727Al0.0182Cr0.0000Ti0.0909P0.1636O0.6545,Li1.3333Al0.3333Cr0.0Ti1.6667P3O12,9.113234,
Li0.0811Al0.0000Cr0.0270Ti0.0811P0.1622O0.6486,Li1.5Al0.0Cr0.5Ti1.5P3O12,7.750805,
Li0.0811Al0.0090Cr0.0180Ti0.0811P0.1622O0.6486,Li1.5Al0.1667Cr0.3333Ti1.5P3O12,7.750805,0.2602737126058401
Li0.0811Al0.0180Cr0.0090Ti0.0811P0.1622O0.6486,Li1.5Al0.3333Cr0.1667Ti1.5P3O12,9.155256,0.819042570109583
Li0.0811Al0.0270Cr0.0000Ti0.0811P0.1622O0.6486,Li1.5Al0.5Cr0.0Ti1.5P3O12,9.155256,
Li0.0893Al0.0000Cr0.0357Ti0.0714P0.1607O0.6429,Li1.6667Al0.0Cr0.6667Ti1.3333P3O12,8.129335,
Li0.0893Al0.0089Cr0.0268Ti0.0714P0.1607O0.6429,Li1.6667Al0.1667Cr0.5Ti1.3333P3O12,8.129335,0.19399255053314934
Li0.0893Al0.0268Cr0.0089Ti0.0714P0.1607O0.6429,Li1.6667Al0.5Cr0.1667Ti1.3333P3O12,9.533785,1.1777478307496558
Li0.0893Al0.0357Cr0.0000Ti0.0714P0.1607O0.6429,Li1.6667Al0.6667Cr0.0Ti1.3333P3O12,9.533785,
Li0.0973Al0.0000Cr0.0442Ti0.0619P0.1593O0.6372,Li1.8333Al0.0Cr0.8333Ti1.1667P3O12,7.845156,
Li0.0973Al0.0177Cr0.0265Ti0.0619P0.1593O0.6372,Li1.8333Al0.3333Cr0.5Ti1.1667P3O12,9.533785,0.4597884727778787
Li0.0973Al0.0265Cr0.0177Ti0.0619P0.1593O0.6372,Li1.8333Al0.5Cr0.3333Ti1.1667P3O12,9.533785,0.8545559886127577
Li0.0973Al0.0442Cr0.0000Ti0.0619P0.1593O0.6372,Li1.8333Al0.8333Cr0.0Ti1.1667P3O12,9.533785,
Li0.1053Al0.0000Cr0.0526Ti0.0526P0.1579O0.6316,Li2.0Al0.0Cr1.0Ti1.0P3O12,7.845156,
Li0.1053Al0.0088Cr0.0439Ti0.0526P0.1579O0.6316,Li2.0Al0.1667Cr0.8333Ti1.0P3O12,7.845156,0.13719669355973632
Li0.1053Al0.0175Cr0.0351Ti0.0526P0.1579O0.6316,Li2.0Al0.3333Cr0.6667Ti1.0P3O12,8.129335,0.37758578672382637
Li0.1053Al0.0263Cr0.0263Ti0.0526P0.1579O0.6316,Li2.0Al0.5Cr0.5Ti1.0P3O12,9.533785,0.6820568594735434
Li0.1053Al0.0351Cr0.0175Ti0.0526P0.1579O0.6316,Li2.0Al0.6667Cr0.3333Ti1.0P3O12,9.533785,1.053125791608669
Li0.1053Al0.0439Cr0.0088Ti0.0526P0.1579O0.6316,Li2.0Al0.8333Cr0.1667Ti1.0P3O12,9.533785,1.6538834677313974
Li0.1053Al0.0526Cr0.0000Ti0.0526P0.1579O0.6316,Li2.0Al1.0Cr0.0Ti1.0P3O12,9.533785,
Li0.1130Al0.0000Cr0.0609Ti0.0435P0.1565O0.6261,Li2.1667Al0.0Cr1.1667Ti0.8333P3O12,13.286617,
Li0.1130Al0.0087Cr0.0522Ti0.0435P0.1565O0.6261,Li2.1667Al0.1667Cr1.0Ti0.8333P3O12,7.845156,0.2440051305021541
Li0.1130Al0.0261Cr0.0348Ti0.0435P0.1565O0.6261,Li2.1667Al0.5Cr0.6667Ti0.8333P3O12,9.533785,0.03867174425630549
Li0.1130Al0.0348Cr0.0261Ti0.0435P0.1565O0.6261,Li2.1667Al0.6667Cr0.5Ti0.8333P3O12,9.533785,0.05465865969584788
Li0.1130Al0.0522Cr0.0087Ti0.0435P0.1565O0.6261,Li2.1667Al1.0Cr0.1667Ti0.8333P3O12,9.533785,0.16281627593983417
Li0.1130Al0.0609Cr0.0000Ti0.0435P0.1565O0.6261,Li2.1667Al1.1667Cr0.0Ti0.8333P3O12,9.286814,
Li0.1207Al0.0000Cr0.0690Ti0.0345P0.1552O0.6207,Li2.3333Al0.0Cr1.3333Ti0.6667P3O12,13.286617,
Li0.1207Al0.0172Cr0.0517Ti0.0345P0.1552O0.6207,Li2.3333Al0.3333Cr1.0Ti0.6667P3O12,7.845156,0.6437277481868133
Li0.1207Al0.0259Cr0.0431Ti0.0345P0.1552O0.6207,Li2.3333Al0.5Cr0.8333Ti0.6667P3O12,9.249608,0.030276775388963326
Li0.1207Al0.0431Cr0.0259Ti0.0345P0.1552O0.6207,Li2.3333Al0.8333Cr0.5Ti0.6667P3O12,9.533785,0.05539665517301848
Li0.1207Al0.0517Cr0.0172Ti0.0345P0.1552O0.6207,Li2.3333Al1.0Cr0.3333Ti0.6667P3O12,9.533785,0.3035856281100527
Li0.1207Al0.0690Cr0.0000Ti0.0345P0.1552O0.6207,Li2.3333Al1.3333Cr0.0Ti0.6667P3O12,9.286814,
Li0.1282Al0.0000Cr0.0769Ti0.0256P0.1538O0.6154,Li2.5Al0.0Cr1.5Ti0.5P3O12,13.286617,
Li0.1282Al0.0085Cr0.0684Ti0.0256P0.1538O0.6154,Li2.5Al0.1667Cr1.3333Ti0.5P3O12,13.286617,0.32017157765154847
Li0.1282Al0.0171Cr0.0598Ti0.0256P0.1538O0.6154,Li2.5Al0.3333Cr1.1667Ti0.5P3O12,7.845156,0.7323218395379401
Li0.1282Al0.0256Cr0.0513Ti0.0256P0.1538O0.6154,Li2.5Al0.5Cr1.0Ti0.5P3O12,9.249608,1.0855731045784414
Li0.1282Al0.0342Cr0.0427Ti0.0256P0.1538O0.6154,Li2.5Al0.6667Cr0.8333Ti0.5P3O12,9.249608,0.0312786385157378
Li0.1282Al0.0427Cr0.0342Ti0.0256P0.1538O0.6154,Li2.5Al0.8333Cr0.6667Ti0.5P3O12,9.533785,0.04137584745110923
Li0.1282Al0.0513Cr0.0256Ti0.0256P0.1538O0.6154,Li2.5Al1.0Cr0.5Ti0.5P3O12,9.533785,0.44169650109274694
Li0.1282Al0.0598Cr0.0171Ti0.0256P0.1538O0.6154,Li2.5Al1.1667Cr0.3333Ti0.5P3O12,9.286814,0.3221748893253734
Li0.1282Al0.0684Cr0.0085Ti0.0256P0.1538O0.6154,Li2.5Al1.3333Cr0.1667Ti0.5P3O12,9.286814,0.18246705137099933
Li0.1282Al0.0769Cr0.0000Ti0.0256P0.1538O0.6154,Li2.5Al1.5Cr0.0Ti0.5P3O12,9.286814,
Li0.1356Al0.0000Cr0.0847Ti0.0169P0.1525O0.6102,Li2.6667Al0.0Cr1.6667Ti0.3333P3O12,13.699678,
Li0.1356Al0.0085Cr0.0763Ti0.0169P0.1525O0.6102,Li2.6667Al0.1667Cr1.5Ti0.3333P3O12,13.286617,0.4069253193649868
Li0.1356Al0.0254Cr0.0593Ti0.0169P0.1525O0.6102,Li2.6667Al0.5Cr1.1667Ti0.3333P3O12,9.249608,1.2571219052417546
Li0.1356Al0.0339Cr0.0508Ti0.0169P0.1525O0.6102,Li2.6667Al0.6667Cr1.0Ti0.3333P3O12,9.249608,1.5385449390889536
Li0.1356Al0.0508Cr0.0339Ti0.0169P0.1525O0.6102,Li2.6667Al1.0Cr0.6667Ti0.3333P3O12,9.533785,0.5610061833115644
Li0.1356Al0.0593Cr0.0254Ti0.0169P0.1525O0.6102,Li2.6667Al1.1667Cr0.5Ti0.3333P3O12,9.286814,0.4712370949309321
Li0.1356Al0.0763Cr0.0085Ti0.0169P0.1525O0.6102,Li2.6667Al1.5Cr0.1667Ti0.3333P3O12,9.286814,0.2025439475230916
Li0.1356Al0.0847Cr0.0000Ti0.0169P0.1525O0.6102,Li2.6667Al1.6667Cr0.0Ti0.3333P3O12,9.286814,
Li0.1429Al0.0000Cr0.0924Ti0.0084P0.1513O0.6050,Li2.8333Al0.0Cr1.8333Ti0.1667P3O12,17.431204,
Li0.1429Al0.0168Cr0.0756Ti0.0084P0.1513O0.6050,Li2.8333Al0.3333Cr1.5Ti0.1667P3O12,17.018145,1.1761247927184302
Li0.1429Al0.0252Cr0.0672Ti0.0084P0.1513O0.6050,Li2.8333Al0.5Cr1.3333Ti0.1667P3O12,17.128801,1.6751634859943312
Li0.1429Al0.0420Cr0.0504Ti0.0084P0.1513O0.6050,Li2.8333Al0.8333Cr1.0Ti0.1667P3O12,12.981137,2.317049959438688
Li0.1429Al0.0504Cr0.0420Ti0.0084P0.1513O0.6050,Li2.8333Al1.0Cr0.8333Ti0.1667P3O12,12.981137,0.7197810092275144
Li0.1429Al0.0672Cr0.0252Ti0.0084P0.1513O0.6050,Li2.8333Al1.3333Cr0.5Ti0.1667P3O12,13.018343,0.5445353131122941
Li0.1429Al0.0756Cr0.0168Ti0.0084P0.1513O0.6050,Li2.8333Al1.5Cr0.3333Ti0.1667P3O12,13.018343,0.40163321527419626
Li0.1429Al0.0924Cr0.0000Ti0.0084P0.1513O0.6050,Li2.8333Al1.8333Cr0.0Ti0.1667P3O12,13.018343,
Li0.1500Al0.0000Cr0.1000Ti0.0000P0.1500O0.6000,Li3.0Al0.0Cr2.0Ti0.0P3O12,17.903326,
Li0.1500Al0.0083Cr0.0917Ti0.0000P0.1500O0.6000,Li3.0Al0.1667Cr1.8333Ti0.0P3O12,17.903326,
Li0.1500Al0.0167Cr0.0833Ti0.0000P0.1500O0.6000,Li3.0Al0.3333Cr1.6667Ti0.0P3O12,17.903326,
Li0.1500Al0.0250Cr0.0750Ti0.0000P0.1500O0.6000,Li3.0Al0.5Cr1.5Ti0.0P3O12,17.600924,
Li0.1500Al0.0333Cr0.0667Ti0.0000P0.1500O0.6000,Li3.0Al0.6667Cr1.3333Ti0.0P3O12,17.600924,
Li0.1500Al0.0417Cr0.0583Ti0.0000P0.1500O0.6000,Li3.0Al0.8333Cr1.1667Ti0.0P3O12,15.033405,
Li0.1500Al0.0500Cr0.0500Ti0.0000P0.1500O0.6000,Li3.0Al1.0Cr1.0Ti0.0P3O12,15.033405,
Li0.1500Al0.0583Cr0.0417Ti0.0000P0.1500O0.6000,Li3.0Al1.1667Cr0.8333Ti0.0P3O12,15.033405,
Li0.1500Al0.0667Cr0.0333Ti0.0000P0.1500O0.6000,Li3.0Al1.3333Cr0.6667Ti0.0P3O12,15.070612,
Li0.1500Al0.0750Cr0.0250Ti0.0000P0.1500O0.6000,Li3.0Al1.5Cr0.5Ti0.0P3O12,15.070612,
Li0.1500Al0.0833Cr0.0167Ti0.0000P0.1500O0.6000,Li3.0Al1.6667Cr0.3333Ti0.0P3O12,15.070612,
Li0.1500Al0.0917Cr0.0083Ti0.0000P0.1500O0.6000,Li3.0Al1.8333Cr0.1667Ti0.0P3O12,15.070612,
Li0.1500Al0.1000Cr0.0000Ti0.0000P0.1500O0.6000,Li3.0Al2.0Cr0.0Ti0.0P3O12,15.867943,
Li0.0556Al0.0000Fe0.0000Ti0.1111P0.1667O0.6667,Li1.0Al0.0Fe0.0Ti2.0P3O12,7.7087817,
Li0.0642Al0.0000Fe0.0092Ti0.1009P0.1651O0.6605,Li1.1667Al0.0Fe0.1667Ti1.8333P3O12,7.7087817,
Li0.0642Al0.0092Fe0.0000Ti0.1009P0.1651O0.6605,Li1.1667Al0.1667Fe0.0Ti1.8333P3O12,7.7087817,
Li0.0727Al0.0000Fe0.0182Ti0.0909P0.1636O0.6545,Li1.3333Al0.0Fe0.3333Ti1.6667P3O12,7.7087817,
Li0.0727Al0.0182Fe0.0000Ti0.0909P0.1636O0.6545,Li1.3333Al0.3333Fe0.0Ti1.6667P3O12,9.113234,
