formula,original_formula,thermal_expansion,li ion conductivity
Li0.1429Y0.0252Sc0.0672Ti0.0084P0.1513O0.6050,Li2.8333Y0.5Sc1.3333Ti0.1667P3O12,10.339515,0.10373479523119776
Li0.1429Y0.0420Sc0.0504Ti0.0084P0.1513O0.6050,Li2.8333Y0.8333Sc1.0Ti0.1667P3O12,10.339515,0.11760440878742834
Li0.1429Y0.0504Sc0.0420Ti0.0084P0.1513O0.6050,Li2.8333Y1.0Sc0.8333Ti0.1667P3O12,10.339515,0.39267434320456657
Li0.1429Y0.0672Sc0.0252Ti0.0084P0.1513O0.6050,Li2.8333Y1.3333Sc0.5Ti0.1667P3O12,9.182583,0.3412603430399234
Li0.1429Y0.0756Sc0.0168Ti0.0084P0.1513O0.6050,Li2.8333Y1.5Sc0.3333Ti0.1667P3O12,14.871835,0.2931133047420041
Li0.1429Y0.0924Sc0.0000Ti0.0084P0.1513O0.6050,Li2.8333Y1.8333Sc0.0Ti0.1667P3O12,10.745177,
Li0.1500Y0.0000Sc0.1000Ti0.0000P0.1500O0.6000,Li3.0Y0.0Sc2.0Ti0.0P3O12,11.964293,
Li0.1500Y0.0083Sc0.0917Ti0.0000P0.1500O0.6000,Li3.0Y0.1667Sc1.8333Ti0.0P3O12,11.964293,
Li0.1500Y0.0167Sc0.0833Ti0.0000P0.1500O0.6000,Li3.0Y0.3333Sc1.6667Ti0.0P3O12,11.923455,
Li0.1500Y0.0250Sc0.0750Ti0.0000P0.1500O0.6000,Li3.0Y0.5Sc1.5Ti0.0P3O12,11.923455,
Li0.1500Y0.0333Sc0.0667Ti0.0000P0.1500O0.6000,Li3.0Y0.6667Sc1.3333Ti0.0P3O12,11.923455,
Li0.1500Y0.0417Sc0.0583Ti0.0000P0.1500O0.6000,Li3.0Y0.8333Sc1.1667Ti0.0P3O12,11.923455,
Li0.1500Y0.0500Sc0.0500Ti0.0000P0.1500O0.6000,Li3.0Y1.0Sc1.0Ti0.0P3O12,11.923455,
Li0.1500Y0.0583Sc0.0417Ti0.0000P0.1500O0.6000,Li3.0Y1.1667Sc0.8333Ti0.0P3O12,11.923455,
Li0.1500Y0.0667Sc0.0333Ti0.0000P0.1500O0.6000,Li3.0Y1.3333Sc0.6667Ti0.0P3O12,10.766524,
Li0.1500Y0.0750Sc0.0250Ti0.0000P0.1500O0.6000,Li3.0Y1.5Sc0.5Ti0.0P3O12,10.766524,
Li0.1500Y0.0833Sc0.0167Ti0.0000P0.1500O0.6000,Li3.0Y1.6667Sc0.3333Ti0.0P3O12,16.45577,
Li0.1500Y0.0917Sc0.0083Ti0.0000P0.1500O0.6000,Li3.0Y1.8333Sc0.1667Ti0.0P3O12,14.698352,
Li0.1500Y0.1000Sc0.0000Ti0.0000P0.1500O0.6000,Li3.0Y2.0Sc0.0Ti0.0P3O12,14.091233,
Li0.0556Y0.0000Ti0.1111P0.1667O0.6667,Li1.0Y0.0Y0.0Ti2.0P3O12,7.7087817,
Li0.0642Y0.0092Ti0.1009P0.1651O0.6605,Li1.1667Y0.0Y0.1667Ti1.8333P3O12,7.7087817,0.4021481646670136
Li0.0642Y0.0092Ti0.1009P0.1651O0.6605,Li1.1667Y0.1667Y0.0Ti1.8333P3O12,7.7087817,
Li0.0727Y0.0182Ti0.0909P0.1636O0.6545,Li1.3333Y0.0Y0.3333Ti1.6667P3O12,7.8326178,0.5097202600453599
Li0.0727Y0.0182Ti0.0909P0.1636O0.6545,Li1.3333Y0.3333Y0.0Ti1.6667P3O12,7.8326178,
Li0.0811Y0.0270Ti0.0811P0.1622O0.6486,Li1.5Y0.0Y0.5Ti1.5P3O12,7.874641,0.5083085385168723
Li0.0811Y0.0270Ti0.0811P0.1622O0.6486,Li1.5Y0.1667Y0.3333Ti1.5P3O12,7.874641,0.5163818534446231
Li0.0811Y0.0270Ti0.0811P0.1622O0.6486,Li1.5Y0.3333Y0.1667Ti1.5P3O12,7.874641,0.42129688787469055
Li0.0811Y0.0270Ti0.0811P0.1622O0.6486,Li1.5Y0.5Y0.0Ti1.5P3O12,7.874641,
Li0.0893Y0.0357Ti0.0714P0.1607O0.6429,Li1.6667Y0.0Y0.6667Ti1.3333P3O12,8.253172,0.5072353283125386
Li0.0893Y0.0357Ti0.0714P0.1607O0.6429,Li1.6667Y0.1667Y0.5Ti1.3333P3O12,8.253172,0.5134724750696728
Li0.0893Y0.0357Ti0.0714P0.1607O0.6429,Li1.6667Y0.5Y0.1667Ti1.3333P3O12,8.253172,0.42773172675975507
Li0.0893Y0.0357Ti0.0714P0.1607O0.6429,Li1.6667Y0.6667Y0.0Ti1.3333P3O12,8.253172,
Li0.0973Y0.0442Ti0.0619P0.1593O0.6372,Li1.8333Y0.0Y0.8333Ti1.1667P3O12,8.253172,0.5037249924164153
Li0.0973Y0.0442Ti0.0619P0.1593O0.6372,Li1.8333Y0.3333Y0.5Ti1.1667P3O12,8.253172,0.5186860250961851
Li0.0973Y0.0442Ti0.0619P0.1593O0.6372,Li1.8333Y0.5Y0.3333Ti1.1667P3O12,8.253172,0.527467692303446
Li0.0973Y0.0442Ti0.0619P0.1593O0.6372,Li1.8333Y0.8333Y0.0Ti1.1667P3O12,8.253172,
Li0.1053Y0.0526Ti0.0526P0.1579O0.6316,Li2.0Y0.0Y1.0Ti1.0P3O12,8.253172,0.0023966537386467587
Li0.1053Y0.0526Ti0.0526P0.1579O0.6316,Li2.0Y0.1667Y0.8333Ti1.0P3O12,8.253172,0.5073350263593844
Li0.1053Y0.0526Ti0.0526P0.1579O0.6316,Li2.0Y0.3333Y0.6667Ti1.0P3O12,8.253172,0.5152746239296516
Li0.1053Y0.0526Ti0.0526P0.1579O0.6316,Li2.0Y0.5Y0.5Ti1.0P3O12,8.253172,0.5241251226011745
Li0.1053Y0.0526Ti0.0526P0.1579O0.6316,Li2.0Y0.6667Y0.3333Ti1.0P3O12,8.253172,0.5334362080975068
Li0.1053Y0.0526Ti0.0526P0.1579O0.6316,Li2.0Y0.8333Y0.1667Ti1.0P3O12,8.253172,0.43711592400647753
Li0.1053Y0.0526Ti0.0526P0.1579O0.6316,Li2.0Y1.0Y0.0Ti1.0P3O12,8.253172,
Li0.1130Y0.0609Ti0.0435P0.1565O0.6261,Li2.1667Y0.0Y1.1667Ti0.8333P3O12,7.013641,0.005440628961229833
Li0.1130Y0.0609Ti0.0435P0.1565O0.6261,Li2.1667Y0.1667Y1.0Ti0.8333P3O12,7.013641,0.005466352085659553
Li0.1130Y0.0609Ti0.0435P0.1565O0.6261,Li2.1667Y0.5Y0.6667Ti0.8333P3O12,7.013641,0.0030390412013301888
Li0.1130Y0.0609Ti0.0435P0.1565O0.6261,Li2.1667Y0.6667Y0.5Ti0.8333P3O12,7.013641,0.0030831225237706716
Li0.1130Y0.0609Ti0.0435P0.1565O0.6261,Li2.1667Y1.0Y0.1667Ti0.8333P3O12,7.013641,0.003650514585598452
Li0.1130Y0.0609Ti0.0435P0.1565O0.6261,Li2.1667Y1.1667Y0.0Ti0.8333P3O12,7.013641,
Li0.1207Y0.0690Ti0.0345P0.1552O0.6207,Li2.3333Y0.0Y1.3333Ti0.6667P3O12,7.013641,0.004250536187964363
Li0.1207Y0.0690Ti0.0345P0.1552O0.6207,Li2.3333Y0.3333Y1.0Ti0.6667P3O12,7.013641,0.004275793581371669
Li0.1207Y0.0690Ti0.0345P0.1552O0.6207,Li2.3333Y0.5Y0.8333Ti0.6667P3O12,7.013641,0.0034894197915241545
Li0.1207Y0.0690Ti0.0345P0.1552O0.6207,Li2.3333Y0.8333Y0.5Ti0.6667P3O12,7.013641,0.003537617087651296
Li0.1207Y0.0690Ti0.0345P0.1552O0.6207,Li2.3333Y1.0Y0.3333Ti0.6667P3O12,7.013641,0.003581820774259159
Li0.1207Y0.0690Ti0.0345P0.1552O0.6207,Li2.3333Y1.3333Y0.0Ti0.6667P3O12,7.013641,
Li0.1282Y0.0769Ti0.0256P0.1538O0.6154,Li2.5Y0.0Y1.5Ti0.5P3O12,7.013641,0.0031595844953667004
Li0.1282Y0.0769Ti0.0256P0.1538O0.6154,Li2.5Y0.1667Y1.3333Ti0.5P3O12,7.013641,0.0031620276845642312
Li0.1282Y0.0769Ti0.0256P0.1538O0.6154,Li2.5Y0.3333Y1.1667Ti0.5P3O12,7.013641,0.003163736259678729
Li0.1282Y0.0769Ti0.0256P0.1538O0.6154,Li2.5Y0.5Y1.0Ti0.5P3O12,7.013641,0.003161874928996022
Li0.1282Y0.0769Ti0.0256P0.1538O0.6154,Li2.5Y0.6667Y0.8333Ti0.5P3O12,7.013641,0.004308101501604482
Li0.1282Y0.0769Ti0.0256P0.1538O0.6154,Li2.5Y0.8333Y0.6667Ti0.5P3O12,7.013641,0.0042651125495818286
Li0.1282Y0.0769Ti0.0256P0.1538O0.6154,Li2.5Y1.0Y0.5Ti0.5P3O12,7.013641,0.004233740576529455
Li0.1282Y0.0769Ti0.0256P0.1538O0.6154,Li2.5Y1.1667Y0.3333Ti0.5P3O12,7.013641,0.004185138395923192
Li0.1282Y0.0769Ti0.0256P0.1538O0.6154,Li2.5Y1.3333Y0.1667Ti0.5P3O12,7.013641,0.004651520186150096
Li0.1282Y0.0769Ti0.0256P0.1538O0.6154,Li2.5Y1.5Y0.0Ti0.5P3O12,7.013641,
Li0.1356Y0.0847Ti0.0169P0.1525O0.6102,Li2.6667Y0.0Y1.6667Ti0.3333P3O12,7.013641,0.0021919074865041533
Li0.1356Y0.0847Ti0.0169P0.1525O0.6102,Li2.6667Y0.1667Y1.5Ti0.3333P3O12,7.013641,0.002187464557126942
Li0.1356Y0.0847Ti0.0169P0.1525O0.6102,Li2.6667Y0.5Y1.1667Ti0.3333P3O12,7.013641,0.002173411651742343
Li0.1356Y0.0847Ti0.0169P0.1525O0.6102,Li2.6667Y0.6667Y1.0Ti0.3333P3O12,7.013641,0.00216619788765126
Li0.1356Y0.0847Ti0.0169P0.1525O0.6102,Li2.6667Y1.0Y0.6667Ti0.3333P3O12,7.013641,0.005757094549665482
Li0.1356Y0.0847Ti0.0169P0.1525O0.6102,Li2.6667Y1.1667Y0.5Ti0.3333P3O12,7.013641,0.005636468444923945
Li0.1356Y0.0847Ti0.0169P0.1525O0.6102,Li2.6667Y1.5Y0.1667Ti0.3333P3O12,7.013641,0.005895299927117544
Li0.1356Y0.0847Ti0.0169P0.1525O0.6102,Li2.6667Y1.6667Y0.0Ti0.3333P3O12,7.013641,
Li0.1429Y0.0924Ti0.0084P0.1513O0.6050,Li2.8333Y0.0Y1.8333Ti0.1667P3O12,10.745177,0.0014248605225743985
Li0.1429Y0.0924Ti0.0084P0.1513O0.6050,Li2.8333Y0.3333Y1.5Ti0.1667P3O12,10.745177,0.0013986069628208746
Li0.1429Y0.0924Ti0.0084P0.1513O0.6050,Li2.8333Y0.5Y1.3333Ti0.1667P3O12,10.745177,0.001384064077639142
Li0.1429Y0.0924Ti0.0084P0.1513O0.6050,Li2.8333Y0.8333Y1.0Ti0.1667P3O12,10.745177,0.0013485041738302828
Li0.1429Y0.0924Ti0.0084P0.1513O0.6050,Li2.8333Y1.0Y0.8333Ti0.1667P3O12,10.745177,0.010337437099391628
Li0.1429Y0.0924Ti0.0084P0.1513O0.6050,Li2.8333Y1.3333Y0.5Ti0.1667P3O12,10.745177,0.009705301868568886
Li0.1429Y0.0924Ti0.0084P0.1513O0.6050,Li2.8333Y1.5Y0.3333Ti0.1667P3O12,10.745177,0.009256826737511267
Li0.1429Y0.0924Ti0.0084P0.1513O0.6050,Li2.8333Y1.8333Y0.0Ti0.1667P3O12,10.745177,
Li0.1500Y0.1000Ti0.0000P0.1500O0.6000,Li3.0Y0.0Y2.0Ti0.0P3O12,14.091233,
Li0.1500Y0.1000Ti0.0000P0.1500O0.6000,Li3.0Y0.1667Y1.8333Ti0.0P3O12,14.091233,
Li0.1500Y0.1000Ti0.0000P0.1500O0.6000,Li3.0Y0.3333Y1.6667Ti0.0P3O12,14.091233,
Li0.1500Y0.1000Ti0.0000P0.1500O0.6000,Li3.0Y0.5Y1.5Ti0.0P3O12,14.091233,
Li0.1500Y0.1000Ti0.0000P0.1500O0.6000,Li3.0Y0.6667Y1.3333Ti0.0P3O12,14.091233,
Li0.1500Y0.1000Ti0.0000P0.1500O0.6000,Li3.0Y0.8333Y1.1667Ti0.0P3O12,14.091233,
Li0.1500Y0.1000Ti0.0000P0.1500O0.6000,Li3.0Y1.0Y1.0Ti0.0P3O12,14.091233,
Li0.1500Y0.1000Ti0.0000P0.1500O0.6000,Li3.0Y1.1667Y0.8333Ti0.0P3O12,14.091233,
Li0.1500Y0.1000Ti0.0000P0.1500O0.6000,Li3.0Y1.3333Y0.6667Ti0.0P3O12,14.091233,
Li0.1500Y0.1000Ti0.0000P0.1500O0.6000,Li3.0Y1.5Y0.5Ti0.0P3O12,14.091233,
Li0.1500Y0.1000Ti0.0000P0.1500O0.6000,Li3.0Y1.6667Y0.3333Ti0.0P3O12,14.091233,
Li0.1500Y0.1000Ti0.0000P0.1500O0.6000,Li3.0Y1.8333Y0.1667Ti0.0P3O12,14.091233,
Li0.1500Y0.1000Ti0.0000P0.1500O0.6000,Li3.0Y2.0Y0.0Ti0.0P3O12,14.091233,
Li0.0556Y0.0000Hf0.0000Ti0.1111P0.1667O0.6667,Li1.0Y0.0Hf0.0Ti2.0P3O12,7.7087817,
Li0.0642Y0.0000Hf0.0092Ti0.1009P0.1651O0.6605,Li1.1667Y0.0Hf0.1667Ti1.8333P3O12,7.7087817,
Li0.0642Y0.0092Hf0.0000Ti0.1009P0.1651O0.6605,Li1.1667Y0.1667Hf0.0Ti1.8333P3O12,7.7087817,
Li0.0727Y0.0000Hf0.0182Ti0.0909P0.1636O0.6545,Li1.3333Y0.0Hf0.3333Ti1.6667P3O12,7.7087817,
Li0.0727Y0.0182Hf0.0000Ti0.0909P0.1636O0.6545,Li1.3333Y0.3333Hf0.0Ti1.6667P3O12,7.8326178,
Li0.0811Y0.0000Hf0.0270Ti0.0811P0.1622O0.6486,Li1.5Y0.0Hf0.5Ti1.5P3O12,7.750805,
Li0.0811Y0.0090Hf0.0180Ti0.0811P0.1622O0.6486,Li1.5Y0.1667Hf0.3333Ti1.5P3O12,7.750805,0.1189085803228966
Li0.0811Y0.0180Hf0.0090Ti0.0811P0.1622O0.6486,Li1.5Y0.3333Hf0.1667Ti1.5P3O12,7.874641,0.15515443315841934
Li0.0811Y0.0270Hf0.0000Ti0.0811P0.1622O0.6486,Li1.5Y0.5Hf0.0Ti1.5P3O12,7.874641,
Li0.0893Y0.0000Hf0.0357Ti0.0714P0.1607O0.6429,Li1.6667Y0.0Hf0.6667Ti1.3333P3O12,8.1233835,
Li0.0893Y0.0089Hf0.0268Ti0.0714P0.1607O0.6429,Li1.6667Y0.1667Hf0.5Ti1.3333P3O12,8.129335,0.11468249110095026
Li0.0893Y0.0268Hf0.0089Ti0.0714P0.1607O0.6429,Li1.6667Y0.5Hf0.1667Ti1.3333P3O12,8.253172,0.16818219256103983
Li0.0893Y0.0357Hf0.0000Ti0.0714P0.1607O0.6429,Li1.6667Y0.6667Hf0.0Ti1.3333P3O12,8.253172,
Li0.0973Y0.0000Hf0.0442Ti0.0619P0.1593O0.6372,Li1.8333Y0.0Hf0.8333Ti1.1667P3O12,8.1233835,
Li0.0973Y0.0177Hf0.0265Ti0.0619P0.1593O0.6372,Li1.8333Y0.3333Hf0.5Ti1.1667P3O12,8.253172,0.1382170377536576
Li0.0973Y0.0265Hf0.0177Ti0.0619P0.1593O0.6372,Li1.8333Y0.5Hf0.3333Ti1.1667P3O12,8.253172,0.15276164275324292
Li0.0973Y0.0442Hf0.0000Ti0.0619P0.1593O0.6372,Li1.8333Y0.8333Hf0.0Ti1.1667P3O12,8.253172,
Li0.1053Y0.0000Hf0.0526Ti0.0526P0.1579O0.6316,Li2.0Y0.0Hf1.0Ti1.0P3O12,8.1233835,
Li0.1053Y0.0088Hf0.0439Ti0.0526P0.1579O0.6316,Li2.0Y0.1667Hf0.8333Ti1.0P3O12,8.1233835,0.10860666676075724
Li0.1053Y0.0175Hf0.0351Ti0.0526P0.1579O0.6316,Li2.0Y0.3333Hf0.6667Ti1.0P3O12,8.24722,0.13558553340393037
Li0.1053Y0.0263Hf0.0263Ti0.0526P0.1579O0.6316,Li2.0Y0.5Hf0.5Ti1.0P3O12,8.253172,0.1471115075462861
Li0.1053Y0.0351Hf0.0175Ti0.0526P0.1579O0.6316,Li2.0Y0.6667Hf0.3333Ti1.0P3O12,8.253172,0.16041281422729342
Li0.1053Y0.0439Hf0.0088Ti0.0526P0.1579O0.6316,Li2.0Y0.8333Hf0.1667Ti1.0P3O12,8.253172,0.19402460903784666
Li0.1053Y0.0526Hf0.0000Ti0.0526P0.1579O0.6316,Li2.0Y1.0Hf0.0Ti1.0P3O12,8.253172,
Li0.1130Y0.0000Hf0.0609Ti0.0435P0.1565O0.6261,Li2.1667Y0.0Hf1.1667Ti0.8333P3O12,7.980404,
Li0.1130Y0.0087Hf0.0522Ti0.0435P0.1565O0.6261,Li2.1667Y0.1667Hf1.0Ti0.8333P3O12,8.1233835,0.013586785591457954
Li0.1130Y0.0261Hf0.0348Ti0.0435P0.1565O0.6261,Li2.1667Y0.5Hf0.6667Ti0.8333P3O12,8.24722,0.0022469282420374682
Li0.1130Y0.0348Hf0.0261Ti0.0435P0.1565O0.6261,Li2.1667Y0.6667Hf0.5Ti0.8333P3O12,8.253172,0.002458935120827084
Li0.1130Y0.0522Hf0.0087Ti0.0435P0.1565O0.6261,Li2.1667Y1.0Hf0.1667Ti0.8333P3O12,8.253172,0.04275183319753908
Li0.1130Y0.0609Hf0.0000Ti0.0435P0.1565O0.6261,Li2.1667Y1.1667Hf0.0Ti0.8333P3O12,7.013641,
Li0.1207Y0.0000Hf0.0690Ti0.0345P0.1552O0.6207,Li2.3333Y0.0Hf1.3333Ti0.6667P3O12,7.980404,
Li0.1207Y0.0172Hf0.0517Ti0.0345P0.1552O0.6207,Li2.3333Y0.3333Hf1.0Ti0.6667P3O12,8.24722,0.015862678091956843
Li0.1207Y0.0259Hf0.0431Ti0.0345P0.1552O0.6207,Li2.3333Y0.5Hf0.8333Ti0.6667P3O12,8.24722,0.0018691477788776755
Li0.1207Y0.0431Hf0.0259Ti0.0345P0.1552O0.6207,Li2.3333Y0.8333Hf0.5Ti0.6667P3O12,8.253172,0.002144714065536912
Li0.1207Y0.0517Hf0.0172Ti0.0345P0.1552O0.6207,Li2.3333Y1.0Hf0.3333Ti0.6667P3O12,8.253172,0.05970877621259388
Li0.1207Y0.0690Hf0.0000Ti0.0345P0.1552O0.6207,Li2.3333Y1.3333Hf0.0Ti0.6667P3O12,7.013641,
Li0.1282Y0.0000Hf0.0769Ti0.0256P0.1538O0.6154,Li2.5Y0.0Hf1.5Ti0.5P3O12,7.980404,
Li0.1282Y0.0085Hf0.0684Ti0.0256P0.1538O0.6154,Li2.5Y0.1667Hf1.3333Ti0.5P3O12,7.980404,0.01627718587968518
Li0.1282Y0.0171Hf0.0598Ti0.0256P0.1538O0.6154,Li2.5Y0.3333Hf1.1667Ti0.5P3O12,8.10424,0.01769693688467724
Li0.1282Y0.0256Hf0.0513Ti0.0256P0.1538O0.6154,Li2.5Y0.5Hf1.0Ti0.5P3O12,8.24722,0.017963371681158153
Li0.1282Y0.0342Hf0.0427Ti0.0256P0.1538O0.6154,Li2.5Y0.6667Hf0.8333Ti0.5P3O12,8.24722,0.0015761152349239166
Li0.1282Y0.0427Hf0.0342Ti0.0256P0.1538O0.6154,Li2.5Y0.8333Hf0.6667Ti0.5P3O12,8.24722,0.0016582619284055164
Li0.1282Y0.0513Hf0.0256Ti0.0256P0.1538O0.6154,Li2.5Y1.0Hf0.5Ti0.5P3O12,8.253172,0.06982298831461473
Li0.1282Y0.0598Hf0.0171Ti0.0256P0.1538O0.6154,Li2.5Y1.1667Hf0.3333Ti0.5P3O12,7.0560336,0.06061343996327203
Li0.1282Y0.0684Hf0.0085Ti0.0256P0.1538O0.6154,Li2.5Y1.3333Hf0.1667Ti0.5P3O12,7.013641,0.04419472979680783
Li0.1282Y0.0769Hf0.0000Ti0.0256P0.1538O0.6154,Li2.5Y1.5Hf0.0Ti0.5P3O12,7.013641,
Li0.1356Y0.0000Hf0.0847Ti0.0169P0.1525O0.6102,Li2.6667Y0.0Hf1.6667Ti0.3333P3O12,7.980404,
Li0.1356Y0.0085Hf0.0763Ti0.0169P0.1525O0.6102,Li2.6667Y0.1667Hf1.5Ti0.3333P3O12,7.980404,0.018398641915031426
Li0.1356Y0.0254Hf0.0593Ti0.0169P0.1525O0.6102,Li2.6667Y0.5Hf1.1667Ti0.3333P3O12,8.10424,0.020514292379647362
Li0.1356Y0.0339Hf0.0508Ti0.0169P0.1525O0.6102,Li2.6667Y0.6667Hf1.0Ti0.3333P3O12,8.24722,0.020871944534916642
Li0.1356Y0.0508Hf0.0339Ti0.0169P0.1525O0.6102,Li2.6667Y1.0Hf0.6667Ti0.3333P3O12,8.24722,0.07429755822666548
Li0.1356Y0.0593Hf0.0254Ti0.0169P0.1525O0.6102,Li2.6667Y1.1667Hf0.5Ti0.3333P3O12,7.0560336,0.06929943806168645
Li0.1356Y0.0763Hf0.0085Ti0.0169P0.1525O0.6102,Li2.6667Y1.5Hf0.1667Ti0.3333P3O12,7.013641,0.04581461760014326
Li0.1356Y0.0847Hf0.0000Ti0.0169P0.1525O0.6102,Li2.6667Y1.6667Hf0.0Ti0.3333P3O12,7.013641,
Li0.1429Y0.0000Hf0.0924Ti0.0084P0.1513O0.6050,Li2.8333Y0.0Hf1.8333Ti0.1667P3O12,9.871589,
Li0.1429Y0.0168Hf0.0756Ti0.0084P0.1513O0.6050,Li2.8333Y0.3333Hf1.5Ti0.1667P3O12,11.835773,0.02479855331948607
Li0.1429Y0.0252Hf0.0672Ti0.0084P0.1513O0.6050,Li2.8333Y0.5Hf1.3333Ti0.1667P3O12,11.835773,0.025885830077198566
Li0.1429Y0.0420Hf0.0504Ti0.0084P0.1513O0.6050,Li2.8333Y0.8333Hf1.0Ti0.1667P3O12,11.978753,0.02729519353544344
Li0.1429Y0.0504Hf0.0420Ti0.0084P0.1513O0.6050,Li2.8333Y1.0Hf0.8333Ti0.1667P3O12,11.978753,0.08021011961662702
Li0.1429Y0.0672Hf0.0252Ti0.0084P0.1513O0.6050,Li2.8333Y1.3333Hf0.5Ti0.1667P3O12,10.745177,0.07089241415914863
Li0.1429Y0.0756Hf0.0168Ti0.0084P0.1513O0.6050,Li2.8333Y1.5Hf0.3333Ti0.1667P3O12,10.745177,0.06176044961564418
Li0.1429Y0.0924Hf0.0000Ti0.0084P0.1513O0.6050,Li2.8333Y1.8333Hf0.0Ti0.1667P3O12,10.745177,
Li0.1500Y0.0000Hf0.1000Ti0.0000P0.1500O0.6000,Li3.0Y0.0Hf2.0Ti0.0P3O12,13.217646,
Li0.1500Y0.0083Hf0.0917Ti0.0000P0.1500O0.6000,Li3.0Y0.1667Hf1.8333Ti0.0P3O12,13.217646,
Li0.1500Y0.0167Hf0.0833Ti0.0000P0.1500O0.6000,Li3.0Y0.3333Hf1.6667Ti0.0P3O12,15.181829,
Li0.1500Y0.0250Hf0.0750Ti0.0000P0.1500O0.6000,Li3.0Y0.5Hf1.5Ti0.0P3O12,15.181829,
Li0.1500Y0.0333Hf0.0667Ti0.0000P0.1500O0.6000,Li3.0Y0.6667Hf1.3333Ti0.0P3O12,15.181829,
Li0.1500Y0.0417Hf0.0583Ti0.0000P0.1500O0.6000,Li3.0Y0.8333Hf1.1667Ti0.0P3O12,15.324809,
Li0.1500Y0.0500Hf0.0500Ti0.0000P0.1500O0.6000,Li3.0Y1.0Hf1.0Ti0.0P3O12,15.324809,
Li0.1500Y0.0583Hf0.0417Ti0.0000P0.1500O0.6000,Li3.0Y1.1667Hf0.8333Ti0.0P3O12,15.324809,
Li0.1500Y0.0667Hf0.0333Ti0.0000P0.1500O0.6000,Li3.0Y1.3333Hf0.6667Ti0.0P3O12,14.085281,
Li0.1500Y0.0750Hf0.0250Ti0.0000P0.1500O0.6000,Li3.0Y1.5Hf0.5Ti0.0P3O12,14.091233,
Li0.1500Y0.0833Hf0.0167Ti0.0000P0.1500O0.6000,Li3.0Y1.6667Hf0.3333Ti0.0P3O12,14.091233,
Li0.1500Y0.0917Hf0.0083Ti0.0000P0.1500O0.6000,Li3.0Y1.8333Hf0.1667Ti0.0P3O12,14.091233,
Li0.1500Y0.1000Hf0.0000Ti0.0000P0.1500O0.6000,Li3.0Y2.0Hf0.0Ti0.0P3O12,14.091233,
Li0.0556Y0.0000Bi0.0000Ti0.1111P0.1667O0.6667,Li1.0Y0.0Bi0.0Ti2.0P3O12,7.7087817,
Li0.0642Y0.0000Bi0.0092Ti0.1009P0.1651O0.6605,Li1.1667Y0.0Bi0.1667Ti1.8333P3O12,7.7087817,
Li0.0642Y0.0092Bi0.0000Ti0.1009P0.1651O0.6605,Li1.1667Y0.1667Bi0.0Ti1.8333P3O12,7.7087817,
Li0.0727Y0.0000Bi0.0182Ti0.0909P0.1636O0.6545,Li1.3333Y0.0Bi0.3333Ti1.6667P3O12,7.7087817,
Li0.0727Y0.0182Bi0.0000Ti0.0909P0.1636O0.6545,Li1.3333Y0.3333Bi0.0Ti1.6667P3O12,7.8326178,
Li0.0811Y0.0000Bi0.0270Ti0.0811P0.1622O0.6486,Li1.5Y0.0Bi0.5Ti1.5P3O12,7.750805,
Li0.0811Y0.0090Bi0.0180Ti0.0811P0.1622O0.6486,Li1.5Y0.1667Bi0.3333Ti1.5P3O12,7.750805,0.023625999911464232
Li0.0811Y0.0180Bi0.0090Ti0.0811P0.1622O0.6486,Li1.5Y0.3333Bi0.1667Ti1.5P3O12,7.874641,0.020125059081131873
Li0.0811Y0.0270Bi0.0000Ti0.0811P0.1622O0.6486,Li1.5Y0.5Bi0.0Ti1.5P3O12,7.874641,
Li0.0893Y0.0000Bi0.0357Ti0.0714P0.1607O0.6429,Li1.6667Y0.0Bi0.6667Ti1.3333P3O12,8.129335,
Li0.0893Y0.0089Bi0.0268Ti0.0714P0.1607O0.6429,Li1.6667Y0.1667Bi0.5Ti1.3333P3O12,8.129335,0.025323928286763355
Li0.0893Y0.0268Bi0.0089Ti0.0714P0.1607O0.6429,Li1.6667Y0.5Bi0.1667Ti1.3333P3O12,8.253172,0.01917152543127313
Li0.0893Y0.0357Bi0.0000Ti0.0714P0.1607O0.6429,Li1.6667Y0.6667Bi0.0Ti1.3333P3O12,8.253172,
Li0.0973Y0.0000Bi0.0442Ti0.0619P0.1593O0.6372,Li1.8333Y0.0Bi0.8333Ti1.1667P3O12,8.129335,
Li0.0973Y0.0177Bi0.0265Ti0.0619P0.1593O0.6372,Li1.8333Y0.3333Bi0.5Ti1.1667P3O12,8.253172,0.022120466062237235
Li0.0973Y0.0265Bi0.0177Ti0.0619P0.1593O0.6372,Li1.8333Y0.5Bi0.3333Ti1.1667P3O12,8.253172,0.019305487417586392
Li0.0973Y0.0442Bi0.0000Ti0.0619P0.1593O0.6372,Li1.8333Y0.8333Bi0.0Ti1.1667P3O12,8.253172,
Li0.1053Y0.0000Bi0.0526Ti0.0526P0.1579O0.6316,Li2.0Y0.0Bi1.0Ti1.0P3O12,8.129335,
Li0.1053Y0.0088Bi0.0439Ti0.0526P0.1579O0.6316,Li2.0Y0.1667Bi0.8333Ti1.0P3O12,8.129335,0.02678435799158784
Li0.1053Y0.0175Bi0.0351Ti0.0526P0.1579O0.6316,Li2.0Y0.3333Bi0.6667Ti1.0P3O12,8.253172,0.02292305033296604
Li0.1053Y0.0263Bi0.0263Ti0.0526P0.1579O0.6316,Li2.0Y0.5Bi0.5Ti1.0P3O12,8.253172,0.019747676948563313
